# ===== Aggregated and Sorted Prefixes =====
# Overall unique blocked IPs -> IPv4: 1,969,664 ; IPv6: 0
# Total output prefixes: 1687
#
38.211.80.0/20  
81.92.200.0/22  
# --- ISP: 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
101.33.12.0/22       # 16 COLLYER QUAY # 18-29 INCOME AT RAFFLES

# --- ISP: tzulo-la | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.54.129.0/24      # tzulo-la

# --- ISP: Tzulo-PHX | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.54.133.0/24      # Tzulo-PHX

# --- ISP: Tzulo-RDU | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.54.130.0/24      # Tzulo-RDU

# --- ISP: Tzulo-SEA | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.54.131.0/24      # Tzulo-SEA

# --- ISP: TZULO-SJC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
198.54.134.0/24      # TZULO-SJC

# --- ISP: Tzulo-TOR | prefixes: 3 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
198.44.132.0/24      # Tzulo-TOR
198.44.140.0/24      # Tzulo-TOR
198.54.132.0/24      # Tzulo-TOR

# --- ISP: UAB Linama | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
2.57.176.0/22        # UAB Linama
45.140.236.0/22      # UAB Linama
212.80.192.0/22      # UAB Linama

# --- ISP: UK ISP LTD London | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
188.74.224.0/21      # UK ISP LTD London

# --- ISP: ULTRA | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
168.91.112.0/22      # ULTRA

# --- ISP: Ultra Internet Communications LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
167.100.108.0/22     # Ultra Internet Communications LLC

# --- ISP: ULTRA INTERNET COMMUNICATIONS, LLC | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
45.155.160.0/22      # ULTRA INTERNET COMMUNICATIONS, LLC
91.132.36.0/22       # ULTRA INTERNET COMMUNICATIONS, LLC

# --- ISP: Unacom | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.87.0/24       # Unacom

# --- ISP: Urban GIS, Inc | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.93.0/24       # Urban GIS, Inc

# --- ISP: US Zenlayer AMS BMC | prefixes: 2 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
193.118.48.0/21      # US Zenlayer AMS BMC
193.118.56.0/23      # US Zenlayer AMS BMC

# --- ISP: US Zenlayer LON BMC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
193.118.58.0/23      # US Zenlayer LON BMC

# --- ISP: US Zenlayer MOW BMC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
193.118.34.0/23      # US Zenlayer MOW BMC

# --- ISP: US Zenlayer MRS MHS | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
193.118.62.0/23      # US Zenlayer MRS MHS

# --- ISP: Use | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
199.120.12.0/22      # Use

# --- ISP: Valid Network London | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
93.120.80.0/22       # Valid Network London

# --- ISP: Valid Network Madrid | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
93.120.76.0/22       # Valid Network Madrid

# --- ISP: VitalKey | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
104.245.240.0/22     # VitalKey

# --- ISP: Voxel Solues em Informatica | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.95.0/24       # Voxel Solues em Informatica

# --- ISP: VPLAB LTD | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
91.242.228.0/24      # VPLAB LTD

# --- ISP: VPN Consumer Amsterdam, The Netherlands | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
14.102.52.0/24       # VPN Consumer Amsterdam, The Netherlands

# --- ISP: VPN Consumer Astana, Kazakhstan | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
14.102.85.0/24       # VPN Consumer Astana, Kazakhstan

# --- ISP: VPN Consumer Athens, Greece | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
14.102.63.0/24       # VPN Consumer Athens, Greece

# --- ISP: VPN Consumer Brussels, Belgium | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.61.198.0/24      # VPN Consumer Brussels, Belgium
103.213.214.0/24     # VPN Consumer Brussels, Belgium

# --- ISP: VPN Consumer Chicago, IL, United States | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
103.125.78.0/23      # VPN Consumer Chicago, IL, United States
103.210.198.0/23     # VPN Consumer Chicago, IL, United States

# --- ISP: VPN Consumer Denver, CO, USA | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.213.215.0/24     # VPN Consumer Denver, CO, USA

# --- ISP: VPN Consumer Dhaka, Bangladesh | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
14.102.54.0/24       # VPN Consumer Dhaka, Bangladesh

# --- ISP: VPN Consumer Frankfurt, Germany | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
136.144.26.0/24      # VPN Consumer Frankfurt, Germany

# --- ISP: VPN Consumer Houston, TX, United States of America | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.255.77.0/24      # VPN Consumer Houston, TX, United States of America

# --- ISP: VPN Consumer Kuala Lumpur, Malaysia | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
14.102.87.0/24       # VPN Consumer Kuala Lumpur, Malaysia

# --- ISP: VPN Consumer New York City, United States of America | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.255.76.0/24      # VPN Consumer New York City, United States of America

# --- ISP: VPN Consumer San Francisco, United States of America | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.213.212.0/24     # VPN Consumer San Francisco, United States of America

# --- ISP: VPN Consumer Sao Paulo, Brazil | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
14.102.55.0/24       # VPN Consumer Sao Paulo, Brazil

# --- ISP: VPN Consumer Seattle, United States of America | prefixes: 2 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
103.125.77.0/24      # VPN Consumer Seattle, United States of America
103.213.213.0/24     # VPN Consumer Seattle, United States of America

# --- ISP: VPN Consumer Toronto, Canada | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.61.199.0/24      # VPN Consumer Toronto, Canada

# --- ISP: VPN Consumer Vienna, Austria | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
103.61.197.0/24      # VPN Consumer Vienna, Austria

# --- ISP: VPN Consumer Warsaw, Poland | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
136.144.27.0/24      # VPN Consumer Warsaw, Poland

# --- ISP: VPNVault LLC | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
167.253.16.0/22      # VPNVault LLC

# --- ISP: VpsQuan L.L.C. | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
107.151.208.0/20     # VpsQuan L.L.C.

# --- ISP: wang haining | prefixes: 3 | IPv4 addrs: 768 | IPv6 addrs: 0 ---
23.234.83.0/24       # wang haining
23.234.102.0/24      # wang haining
23.234.112.0/24      # wang haining

# --- ISP: Webhosting Holdings LLC | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
23.129.248.0/22      # Webhosting Holdings LLC
208.66.92.0/22       # Webhosting Holdings LLC

# --- ISP: Welt-Net Broadband | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
64.43.88.0/22        # Welt-Net Broadband
109.207.140.0/23     # Welt-Net Broadband

# --- ISP: wenIDC | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.111.0/24      # wenIDC

# --- ISP: WIFIBER IKE | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
154.13.140.0/22      # WIFIBER IKE

# --- ISP: Wifiber IKE | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
154.29.90.0/23       # Wifiber IKE
154.29.92.0/23       # Wifiber IKE

# --- ISP: WIFIBER IKE | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
154.37.126.0/23      # WIFIBER IKE

# --- ISP: WIFIBERIKE | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
154.37.122.0/23      # WIFIBERIKE

# --- ISP: Wirels Connect (PTY) Ltd | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
161.123.56.0/21      # Wirels Connect (PTY) Ltd

# --- ISP: Wise Business | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
77.36.4.0/22         # Wise Business

# --- ISP: WS Telecom Inc | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
158.46.132.0/22      # WS Telecom Inc

# --- ISP: WST_Taipei_City | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
178.171.80.0/22      # WST_Taipei_City

# --- ISP: xhostserver | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
104.252.21.0/24      # xhostserver

# --- ISP: XNNET LIMITED | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
45.81.130.0/23       # XNNET LIMITED

# --- ISP: XT NETWORK SARL | prefixes: 7 | IPv4 addrs: 4,608 | IPv6 addrs: 0 ---
45.91.40.0/22        # XT NETWORK SARL
83.229.28.0/23       # XT NETWORK SARL
89.147.104.0/22      # XT NETWORK SARL
94.140.6.0/23        # XT NETWORK SARL
194.127.98.0/23      # XT NETWORK SARL
195.85.6.0/23        # XT NETWORK SARL
195.158.236.0/23     # XT NETWORK SARL

# --- ISP: Yildiz, Ferhat | prefixes: 1 | IPv4 addrs: 256 | IPv6 addrs: 0 ---
23.234.77.0/24       # Yildiz, Ferhat

# --- ISP: Yury Dolin | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
185.221.196.0/22     # Yury Dolin

# --- ISP: ZEN-AU | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.200.0/23      # ZEN-AU

# --- ISP: ZEN-BD | prefixes: 3 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
156.59.144.0/23      # ZEN-BD
156.59.154.0/23      # ZEN-BD
156.59.194.0/23      # ZEN-BD

# --- ISP: ZEN-HK | prefixes: 6 | IPv4 addrs: 5,632 | IPv6 addrs: 0 ---
156.59.96.0/21       # ZEN-HK
156.59.124.0/23      # ZEN-HK
156.59.152.0/23      # ZEN-HK
156.59.156.0/22      # ZEN-HK
156.59.196.0/22      # ZEN-HK
156.59.236.0/23      # ZEN-HK

# --- ISP: ZEN-ID | prefixes: 6 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
156.59.104.0/22      # ZEN-ID
156.59.160.0/22      # ZEN-ID
156.59.192.0/23      # ZEN-ID
156.59.210.0/23      # ZEN-ID
156.59.244.0/23      # ZEN-ID
156.59.248.0/23      # ZEN-ID

# --- ISP: ZEN-IN | prefixes: 4 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
156.59.120.0/23      # ZEN-IN
156.59.184.0/22      # ZEN-IN
156.59.216.0/22      # ZEN-IN
156.59.246.0/23      # ZEN-IN

# --- ISP: ZEN-JP | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
156.59.188.0/22      # ZEN-JP
156.59.228.0/22      # ZEN-JP

# --- ISP: ZEN-KR | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
156.59.180.0/22      # ZEN-KR

# --- ISP: ZEN-PH | prefixes: 5 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
156.59.108.0/23      # ZEN-PH
156.59.112.0/22      # ZEN-PH
156.59.126.0/23      # ZEN-PH
156.59.168.0/22      # ZEN-PH
156.59.232.0/22      # ZEN-PH

# --- ISP: ZEN-PK | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
156.59.226.0/23      # ZEN-PK
156.59.242.0/23      # ZEN-PK

# --- ISP: ZEN-SG | prefixes: 3 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
156.59.148.0/22      # ZEN-SG
156.59.176.0/22      # ZEN-SG
156.59.238.0/23      # ZEN-SG

# --- ISP: ZEN-TH | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
156.59.174.0/23      # ZEN-TH
156.59.208.0/23      # ZEN-TH

# --- ISP: ZEN-VN | prefixes: 1 | IPv4 addrs: 4,096 | IPv6 addrs: 0 ---
156.59.128.0/20      # ZEN-VN

# --- ISP: ZENLA-1 | prefixes: 61 | IPv4 addrs: 45,568 | IPv6 addrs: 0 ---
23.91.102.0/23       # ZENLA-1
23.236.100.0/22      # ZENLA-1
23.236.104.0/23      # ZENLA-1
23.236.112.0/23      # ZENLA-1
23.248.166.0/23      # ZENLA-1
23.248.186.0/23      # ZENLA-1
23.248.190.0/23      # ZENLA-1
23.251.98.0/23       # ZENLA-1
23.251.100.0/23      # ZENLA-1
23.251.106.0/23      # ZENLA-1
23.251.116.0/22      # ZENLA-1
45.43.38.0/23        # ZENLA-1
45.43.40.0/23        # ZENLA-1
45.43.44.0/22        # ZENLA-1
45.43.48.0/23        # ZENLA-1
128.1.8.0/23         # ZENLA-1
128.1.68.0/23        # ZENLA-1
128.1.92.0/22        # ZENLA-1
128.1.104.0/22       # ZENLA-1
128.1.120.0/22       # ZENLA-1
128.1.160.0/23       # ZENLA-1
128.1.208.0/22       # ZENLA-1
128.1.242.0/23       # ZENLA-1
128.1.254.0/23       # ZENLA-1
128.14.26.0/23       # ZENLA-1
128.14.90.0/23       # ZENLA-1
128.14.102.0/23      # ZENLA-1
128.14.104.0/21      # ZENLA-1
128.14.114.0/23      # ZENLA-1
128.14.116.0/22      # ZENLA-1
128.14.120.0/22      # ZENLA-1
128.14.124.0/23      # ZENLA-1
128.14.140.0/23      # ZENLA-1
128.14.148.0/23      # ZENLA-1
128.14.154.0/23      # ZENLA-1
128.14.156.0/23      # ZENLA-1
128.14.162.0/23      # ZENLA-1
128.14.164.0/23      # ZENLA-1
128.14.172.0/22      # ZENLA-1
128.14.176.0/22      # ZENLA-1
128.14.180.0/23      # ZENLA-1
128.14.184.0/23      # ZENLA-1
128.14.190.0/23      # ZENLA-1
128.14.192.0/20      # ZENLA-1
128.14.210.0/23      # ZENLA-1
128.14.212.0/22      # ZENLA-1
128.14.218.0/23      # ZENLA-1
128.14.220.0/22      # ZENLA-1
128.14.240.0/22      # ZENLA-1
128.14.244.0/23      # ZENLA-1
128.14.248.0/21      # ZENLA-1
169.197.100.0/23     # ZENLA-1
169.197.106.0/23     # ZENLA-1
169.197.110.0/23     # ZENLA-1
169.197.124.0/22     # ZENLA-1
172.96.116.0/23      # ZENLA-1
172.96.120.0/23      # ZENLA-1
199.190.46.0/23      # ZENLA-1
199.245.56.0/23      # ZENLA-1
199.245.60.0/23      # ZENLA-1
209.177.88.0/23      # ZENLA-1

# --- ISP: Zenlayer (Singapore) PTE. LTD | prefixes: 4 | IPv4 addrs: 36,864 | IPv6 addrs: 0 ---
122.10.140.0/22      # Zenlayer (Singapore) PTE. LTD
122.10.152.0/21      # Zenlayer (Singapore) PTE. LTD
122.10.160.0/22      # Zenlayer (Singapore) PTE. LTD
129.227.128.0/17     # Zenlayer (Singapore) PTE. LTD

# --- ISP: Zenlayer Inc | prefixes: 69 | IPv4 addrs: 218,112 | IPv6 addrs: 0 ---
23.90.128.0/19       # Zenlayer Inc
23.90.160.0/20       # Zenlayer Inc
23.90.184.0/22       # Zenlayer Inc
23.236.112.0/20      # Zenlayer Inc
23.248.160.0/19      # Zenlayer Inc
23.251.96.0/19       # Zenlayer Inc
45.10.70.0/23        # Zenlayer Inc
65.255.32.0/20       # Zenlayer Inc
69.28.48.0/20        # Zenlayer Inc
98.96.196.0/22       # Zenlayer Inc
98.96.200.0/22       # Zenlayer Inc
98.96.208.0/22       # Zenlayer Inc
98.96.216.0/23       # Zenlayer Inc
98.96.222.0/23       # Zenlayer Inc
98.96.234.0/23       # Zenlayer Inc
98.96.244.0/22       # Zenlayer Inc
98.98.0.0/21         # Zenlayer Inc
98.98.10.0/23        # Zenlayer Inc
98.98.16.0/22        # Zenlayer Inc
98.98.22.0/23        # Zenlayer Inc
98.98.24.0/23        # Zenlayer Inc
98.98.30.0/23        # Zenlayer Inc
98.98.38.0/23        # Zenlayer Inc
98.98.44.0/22        # Zenlayer Inc
98.98.52.0/23        # Zenlayer Inc
98.98.64.0/22        # Zenlayer Inc
98.98.70.0/23        # Zenlayer Inc
98.98.72.0/23        # Zenlayer Inc
98.98.78.0/23        # Zenlayer Inc
98.98.84.0/22        # Zenlayer Inc
98.98.90.0/23        # Zenlayer Inc
98.98.96.0/23        # Zenlayer Inc
98.98.104.0/22       # Zenlayer Inc
98.98.110.0/23       # Zenlayer Inc
98.98.112.0/22       # Zenlayer Inc
98.98.120.0/21       # Zenlayer Inc
98.98.128.0/22       # Zenlayer Inc
98.98.140.0/22       # Zenlayer Inc
98.98.144.0/21       # Zenlayer Inc
98.98.152.0/22       # Zenlayer Inc
98.98.170.0/23       # Zenlayer Inc
98.98.174.0/23       # Zenlayer Inc
98.98.178.0/23       # Zenlayer Inc
98.98.196.0/23       # Zenlayer Inc
98.98.200.0/21       # Zenlayer Inc
98.98.208.0/22       # Zenlayer Inc
98.98.216.0/22       # Zenlayer Inc
98.98.220.0/23       # Zenlayer Inc
98.98.226.0/23       # Zenlayer Inc
98.98.244.0/22       # Zenlayer Inc
98.98.250.0/23       # Zenlayer Inc
104.166.136.0/21     # Zenlayer Inc
104.166.144.0/21     # Zenlayer Inc
104.166.152.0/22     # Zenlayer Inc
104.166.168.0/22     # Zenlayer Inc
104.166.176.0/22     # Zenlayer Inc
104.218.160.0/21     # Zenlayer Inc
107.151.128.0/18     # Zenlayer Inc
107.155.0.0/18       # Zenlayer Inc
128.14.0.0/16        # Zenlayer Inc
162.221.192.0/21     # Zenlayer Inc
172.81.120.0/21      # Zenlayer Inc
192.169.96.0/21      # Zenlayer Inc
192.169.118.0/23     # Zenlayer Inc
192.169.124.0/22     # Zenlayer Inc
192.254.80.0/20      # Zenlayer Inc
193.118.32.0/19      # Zenlayer Inc
193.118.96.0/19      # Zenlayer Inc
209.177.80.0/20      # Zenlayer Inc

# --- ISP: Zenlayer IP Block @BKK | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
129.227.230.0/23     # Zenlayer IP Block @BKK
129.227.244.0/23     # Zenlayer IP Block @BKK

# --- ISP: Zenlayer IP Block @BLR | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
129.227.178.0/23     # Zenlayer IP Block @BLR

# --- ISP: Zenlayer IP Block @BOM | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
129.227.252.0/22     # Zenlayer IP Block @BOM

# --- ISP: Zenlayer IP Block @DAC | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.70.0/23       # Zenlayer IP Block @DAC

# --- ISP: Zenlayer IP Block @DEL | prefixes: 2 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
129.227.100.0/23     # Zenlayer IP Block @DEL
129.227.224.0/23     # Zenlayer IP Block @DEL

# --- ISP: Zenlayer IP Block @Dhaka | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
156.59.64.0/22       # Zenlayer IP Block @Dhaka

# --- ISP: Zenlayer IP Block @Hanoi | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.74.0/23       # Zenlayer IP Block @Hanoi

# --- ISP: Zenlayer IP Block @HKG | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
129.227.138.0/23     # Zenlayer IP Block @HKG

# --- ISP: Zenlayer IP Block @Ho Chi Minh | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
156.59.52.0/22       # Zenlayer IP Block @Ho Chi Minh
156.59.94.0/23       # Zenlayer IP Block @Ho Chi Minh

# --- ISP: Zenlayer IP Block @Hong Kong | prefixes: 7 | IPv4 addrs: 9,728 | IPv6 addrs: 0 ---
129.227.56.0/23      # Zenlayer IP Block @Hong Kong
129.227.60.0/22      # Zenlayer IP Block @Hong Kong
156.59.0.0/20        # Zenlayer IP Block @Hong Kong
156.59.16.0/22       # Zenlayer IP Block @Hong Kong
156.59.68.0/23       # Zenlayer IP Block @Hong Kong
156.59.80.0/21       # Zenlayer IP Block @Hong Kong
156.59.90.0/23       # Zenlayer IP Block @Hong Kong

# --- ISP: Zenlayer IP Block @India | prefixes: 3 | IPv4 addrs: 13,312 | IPv6 addrs: 0 ---
129.227.16.0/20      # Zenlayer IP Block @India
129.227.192.0/19     # Zenlayer IP Block @India
156.59.20.0/22       # Zenlayer IP Block @India

# --- ISP: Zenlayer IP Block @Jakarta | prefixes: 2 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
156.59.56.0/22       # Zenlayer IP Block @Jakarta
156.59.76.0/22       # Zenlayer IP Block @Jakarta

# --- ISP: Zenlayer IP Block @Japan | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
156.59.24.0/21       # Zenlayer IP Block @Japan

# --- ISP: Zenlayer IP Block @KR | prefixes: 2 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
156.59.40.0/21       # Zenlayer IP Block @KR
156.59.48.0/23       # Zenlayer IP Block @KR

# --- ISP: Zenlayer IP Block @Kuala Lumpur | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.62.0/23       # Zenlayer IP Block @Kuala Lumpur

# --- ISP: Zenlayer IP Block @KUL | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
129.227.240.0/23     # Zenlayer IP Block @KUL

# --- ISP: Zenlayer IP Block @MAA | prefixes: 3 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
129.227.104.0/21     # Zenlayer IP Block @MAA
129.227.188.0/23     # Zenlayer IP Block @MAA
129.227.242.0/23     # Zenlayer IP Block @MAA

# --- ISP: Zenlayer IP Block @Malaysia | prefixes: 2 | IPv4 addrs: 1,536 | IPv6 addrs: 0 ---
156.59.88.0/23       # Zenlayer IP Block @Malaysia
156.59.164.0/22      # Zenlayer IP Block @Malaysia

# --- ISP: Zenlayer IP Block @Manila | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.60.0/23       # Zenlayer IP Block @Manila

# --- ISP: Zenlayer IP Block @MNL | prefixes: 4 | IPv4 addrs: 2,560 | IPv6 addrs: 0 ---
129.227.96.0/23      # Zenlayer IP Block @MNL
129.227.102.0/23     # Zenlayer IP Block @MNL
129.227.116.0/22     # Zenlayer IP Block @MNL
129.227.176.0/23     # Zenlayer IP Block @MNL

# --- ISP: Zenlayer IP Block @SAO | prefixes: 1 | IPv4 addrs: 2,048 | IPv6 addrs: 0 ---
129.227.120.0/21     # Zenlayer IP Block @SAO

# --- ISP: Zenlayer IP Block @SEL | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
129.227.246.0/23     # Zenlayer IP Block @SEL

# --- ISP: Zenlayer IP Block @Taiwan | prefixes: 2 | IPv4 addrs: 3,072 | IPv6 addrs: 0 ---
129.227.48.0/22      # Zenlayer IP Block @Taiwan
156.59.32.0/21       # Zenlayer IP Block @Taiwan

# --- ISP: Zenlayer IP Block @TH | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
156.59.50.0/23       # Zenlayer IP Block @TH

# --- ISP: Zenlayer IP Block @TYO | prefixes: 4 | IPv4 addrs: 5,120 | IPv6 addrs: 0 ---
129.227.112.0/22     # Zenlayer IP Block @TYO
129.227.180.0/22     # Zenlayer IP Block @TYO
129.227.232.0/21     # Zenlayer IP Block @TYO
129.227.248.0/22     # Zenlayer IP Block @TYO

# --- ISP: Zenlayer IP Block@ CCU | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
122.10.198.0/23      # Zenlayer IP Block@ CCU

# --- ISP: Zenlayer IP Block@ Yangon | prefixes: 1 | IPv4 addrs: 512 | IPv6 addrs: 0 ---
122.10.248.0/23      # Zenlayer IP Block@ Yangon

# --- ISP: Zenlayer Japan | prefixes: 1 | IPv4 addrs: 1,024 | IPv6 addrs: 0 ---
129.227.52.0/22      # Zenlayer Japan

# --- ISP: Zenlayer Singapore network | prefixes: 3 | IPv4 addrs: 16,384 | IPv6 addrs: 0 ---
129.227.0.0/20       # Zenlayer Singapore network
129.227.32.0/20      # Zenlayer Singapore network
129.227.64.0/19      # Zenlayer Singapore network
